"DATE","DATE_NAME","DATE_CODE","DATE_TYPE","DATE_TYPECODE","DATE_SORTORDER","GEOGRAPHY","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GEOGRAPHY_TYPE","GEOGRAPHY_TYPECODE","GEOGRAPHY_SORTORDER","GENDER","GENDER_NAME","GENDER_CODE","GENDER_TYPE","GENDER_TYPECODE","GENDER_SORTORDER","C_AGE","C_AGE_NAME","C_AGE_CODE","C_AGE_TYPE","C_AGE_TYPECODE","C_AGE_SORTORDER","MEASURES","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_STATUS_NAME","OBS_CONF","OBS_CONF_NAME","URN","RECORD_OFFSET","RECORD_COUNT"
"2018","2018","2018","date",0,0,"1254252436","E00159790","E00159790","2011 output areas",299,0,"1","Male","1","Sex",1000,1,"202","Aged 16+","202","Labour Market category",5000,2,"20100","Value",110,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252436d1d202d20100",10,5064
"2018","2018","2018","date",0,0,"1254252436","E00159790","E00159790","2011 output areas",299,0,"1","Male","1","Sex",1000,1,"203","Aged 16 to 64","203","Labour Market category",5000,3,"20100","Value",81,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252436d1d203d20100",11,5064
"2018","2018","2018","date",0,0,"1254252436","E00159790","E00159790","2011 output areas",299,0,"1","Male","1","Sex",1000,1,"250","Aged 16 to 24","250","Labour Market category",5000,4,"20100","Value",9,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252436d1d204a205d20100",12,5064
"2018","2018","2018","date",0,0,"1254252436","E00159790","E00159790","2011 output areas",299,0,"1","Male","1","Sex",1000,1,"207","Aged 25 to 49","207","Labour Market category",5000,5,"20100","Value",42,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252436d1d207d20100",13,5064
"2018","2018","2018","date",0,0,"1254252436","E00159790","E00159790","2011 output areas",299,0,"1","Male","1","Sex",1000,1,"208","Aged 50 to 64","208","Labour Market category",5000,6,"20100","Value",30,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252436d1d208d20100",14,5064
"2018","2018","2018","date",0,0,"1254252436","E00159790","E00159790","2011 output areas",299,0,"1","Male","1","Sex",1000,1,"209","Aged 65+","209","Labour Market category",5000,7,"20100","Value",29,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252436d1d209d20100",15,5064
"2018","2018","2018","date",0,0,"1254252436","E00159790","E00159790","2011 output areas",299,0,"2","Female","2","Sex",1000,2,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",149,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252436d2d200d20100",16,5064
"2018","2018","2018","date",0,0,"1254252436","E00159790","E00159790","2011 output areas",299,0,"2","Female","2","Sex",1000,2,"201","Aged 0 to 15","201","Labour Market category",5000,1,"20100","Value",26,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252436d2d201d20100",17,5064
"2018","2018","2018","date",0,0,"1254252436","E00159790","E00159790","2011 output areas",299,0,"2","Female","2","Sex",1000,2,"202","Aged 16+","202","Labour Market category",5000,2,"20100","Value",123,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252436d2d202d20100",18,5064
"2018","2018","2018","date",0,0,"1254252436","E00159790","E00159790","2011 output areas",299,0,"2","Female","2","Sex",1000,2,"203","Aged 16 to 64","203","Labour Market category",5000,3,"20100","Value",93,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252436d2d203d20100",19,5064
"2018","2018","2018","date",0,0,"1254252436","E00159790","E00159790","2011 output areas",299,0,"2","Female","2","Sex",1000,2,"250","Aged 16 to 24","250","Labour Market category",5000,4,"20100","Value",12,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252436d2d204a205d20100",20,5064
"2018","2018","2018","date",0,0,"1254252436","E00159790","E00159790","2011 output areas",299,0,"2","Female","2","Sex",1000,2,"207","Aged 25 to 49","207","Labour Market category",5000,5,"20100","Value",45,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252436d2d207d20100",21,5064
"2018","2018","2018","date",0,0,"1254252436","E00159790","E00159790","2011 output areas",299,0,"2","Female","2","Sex",1000,2,"208","Aged 50 to 64","208","Labour Market category",5000,6,"20100","Value",36,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252436d2d208d20100",22,5064
"2018","2018","2018","date",0,0,"1254252436","E00159790","E00159790","2011 output areas",299,0,"2","Female","2","Sex",1000,2,"209","Aged 65+","209","Labour Market category",5000,7,"20100","Value",30,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252436d2d209d20100",23,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",350,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d0d200d20100",24,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"0","Total","0","Sex",1000,0,"201","Aged 0 to 15","201","Labour Market category",5000,1,"20100","Value",69,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d0d201d20100",25,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"0","Total","0","Sex",1000,0,"202","Aged 16+","202","Labour Market category",5000,2,"20100","Value",281,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d0d202d20100",26,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"0","Total","0","Sex",1000,0,"203","Aged 16 to 64","203","Labour Market category",5000,3,"20100","Value",218,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d0d203d20100",27,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"0","Total","0","Sex",1000,0,"250","Aged 16 to 24","250","Labour Market category",5000,4,"20100","Value",23,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d0d204a205d20100",28,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"0","Total","0","Sex",1000,0,"207","Aged 25 to 49","207","Labour Market category",5000,5,"20100","Value",124,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d0d207d20100",29,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"0","Total","0","Sex",1000,0,"208","Aged 50 to 64","208","Labour Market category",5000,6,"20100","Value",71,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d0d208d20100",30,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"0","Total","0","Sex",1000,0,"209","Aged 65+","209","Labour Market category",5000,7,"20100","Value",63,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d0d209d20100",31,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"1","Male","1","Sex",1000,1,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",177,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d1d200d20100",32,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"1","Male","1","Sex",1000,1,"201","Aged 0 to 15","201","Labour Market category",5000,1,"20100","Value",43,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d1d201d20100",33,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"1","Male","1","Sex",1000,1,"202","Aged 16+","202","Labour Market category",5000,2,"20100","Value",134,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d1d202d20100",34,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"1","Male","1","Sex",1000,1,"203","Aged 16 to 64","203","Labour Market category",5000,3,"20100","Value",103,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d1d203d20100",35,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"1","Male","1","Sex",1000,1,"250","Aged 16 to 24","250","Labour Market category",5000,4,"20100","Value",11,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d1d204a205d20100",36,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"1","Male","1","Sex",1000,1,"207","Aged 25 to 49","207","Labour Market category",5000,5,"20100","Value",61,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d1d207d20100",37,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"1","Male","1","Sex",1000,1,"208","Aged 50 to 64","208","Labour Market category",5000,6,"20100","Value",31,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d1d208d20100",38,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"1","Male","1","Sex",1000,1,"209","Aged 65+","209","Labour Market category",5000,7,"20100","Value",31,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d1d209d20100",39,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"2","Female","2","Sex",1000,2,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",173,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d2d200d20100",40,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"2","Female","2","Sex",1000,2,"201","Aged 0 to 15","201","Labour Market category",5000,1,"20100","Value",26,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d2d201d20100",41,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"2","Female","2","Sex",1000,2,"202","Aged 16+","202","Labour Market category",5000,2,"20100","Value",147,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d2d202d20100",42,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"2","Female","2","Sex",1000,2,"203","Aged 16 to 64","203","Labour Market category",5000,3,"20100","Value",115,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d2d203d20100",43,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"2","Female","2","Sex",1000,2,"250","Aged 16 to 24","250","Labour Market category",5000,4,"20100","Value",12,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d2d204a205d20100",44,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"2","Female","2","Sex",1000,2,"207","Aged 25 to 49","207","Labour Market category",5000,5,"20100","Value",63,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d2d207d20100",45,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"2","Female","2","Sex",1000,2,"208","Aged 50 to 64","208","Labour Market category",5000,6,"20100","Value",40,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d2d208d20100",46,5064
"2018","2018","2018","date",0,0,"1254252437","E00159791","E00159791","2011 output areas",299,1,"2","Female","2","Sex",1000,2,"209","Aged 65+","209","Labour Market category",5000,7,"20100","Value",32,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252437d2d209d20100",47,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",272,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d0d200d20100",48,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"0","Total","0","Sex",1000,0,"201","Aged 0 to 15","201","Labour Market category",5000,1,"20100","Value",49,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d0d201d20100",49,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"0","Total","0","Sex",1000,0,"202","Aged 16+","202","Labour Market category",5000,2,"20100","Value",223,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d0d202d20100",50,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"0","Total","0","Sex",1000,0,"203","Aged 16 to 64","203","Labour Market category",5000,3,"20100","Value",140,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d0d203d20100",51,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"0","Total","0","Sex",1000,0,"250","Aged 16 to 24","250","Labour Market category",5000,4,"20100","Value",12,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d0d204a205d20100",52,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"0","Total","0","Sex",1000,0,"207","Aged 25 to 49","207","Labour Market category",5000,5,"20100","Value",80,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d0d207d20100",53,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"0","Total","0","Sex",1000,0,"208","Aged 50 to 64","208","Labour Market category",5000,6,"20100","Value",48,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d0d208d20100",54,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"0","Total","0","Sex",1000,0,"209","Aged 65+","209","Labour Market category",5000,7,"20100","Value",83,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d0d209d20100",55,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"1","Male","1","Sex",1000,1,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",128,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d1d200d20100",56,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"1","Male","1","Sex",1000,1,"201","Aged 0 to 15","201","Labour Market category",5000,1,"20100","Value",27,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d1d201d20100",57,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"1","Male","1","Sex",1000,1,"202","Aged 16+","202","Labour Market category",5000,2,"20100","Value",101,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d1d202d20100",58,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"1","Male","1","Sex",1000,1,"203","Aged 16 to 64","203","Labour Market category",5000,3,"20100","Value",68,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d1d203d20100",59,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"1","Male","1","Sex",1000,1,"250","Aged 16 to 24","250","Labour Market category",5000,4,"20100","Value",6,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d1d204a205d20100",60,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"1","Male","1","Sex",1000,1,"207","Aged 25 to 49","207","Labour Market category",5000,5,"20100","Value",38,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d1d207d20100",61,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"1","Male","1","Sex",1000,1,"208","Aged 50 to 64","208","Labour Market category",5000,6,"20100","Value",24,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d1d208d20100",62,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"1","Male","1","Sex",1000,1,"209","Aged 65+","209","Labour Market category",5000,7,"20100","Value",33,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d1d209d20100",63,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"2","Female","2","Sex",1000,2,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",144,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d2d200d20100",64,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"2","Female","2","Sex",1000,2,"201","Aged 0 to 15","201","Labour Market category",5000,1,"20100","Value",22,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d2d201d20100",65,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"2","Female","2","Sex",1000,2,"202","Aged 16+","202","Labour Market category",5000,2,"20100","Value",122,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d2d202d20100",66,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"2","Female","2","Sex",1000,2,"203","Aged 16 to 64","203","Labour Market category",5000,3,"20100","Value",72,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d2d203d20100",67,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"2","Female","2","Sex",1000,2,"250","Aged 16 to 24","250","Labour Market category",5000,4,"20100","Value",6,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d2d204a205d20100",68,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"2","Female","2","Sex",1000,2,"207","Aged 25 to 49","207","Labour Market category",5000,5,"20100","Value",42,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d2d207d20100",69,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"2","Female","2","Sex",1000,2,"208","Aged 50 to 64","208","Labour Market category",5000,6,"20100","Value",24,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d2d208d20100",70,5064
"2018","2018","2018","date",0,0,"1254252438","E00159792","E00159792","2011 output areas",299,2,"2","Female","2","Sex",1000,2,"209","Aged 65+","209","Labour Market category",5000,7,"20100","Value",50,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252438d2d209d20100",71,5064
"2018","2018","2018","date",0,0,"1254252439","E00159793","E00159793","2011 output areas",299,3,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",337,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252439d0d200d20100",72,5064
"2018","2018","2018","date",0,0,"1254252439","E00159793","E00159793","2011 output areas",299,3,"0","Total","0","Sex",1000,0,"201","Aged 0 to 15","201","Labour Market category",5000,1,"20100","Value",72,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252439d0d201d20100",73,5064
"2018","2018","2018","date",0,0,"1254252439","E00159793","E00159793","2011 output areas",299,3,"0","Total","0","Sex",1000,0,"202","Aged 16+","202","Labour Market category",5000,2,"20100","Value",265,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252439d0d202d20100",74,5064
"2018","2018","2018","date",0,0,"1254252439","E00159793","E00159793","2011 output areas",299,3,"0","Total","0","Sex",1000,0,"203","Aged 16 to 64","203","Labour Market category",5000,3,"20100","Value",194,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252439d0d203d20100",75,5064
"2018","2018","2018","date",0,0,"1254252439","E00159793","E00159793","2011 output areas",299,3,"0","Total","0","Sex",1000,0,"250","Aged 16 to 24","250","Labour Market category",5000,4,"20100","Value",27,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252439d0d204a205d20100",76,5064
"2018","2018","2018","date",0,0,"1254252439","E00159793","E00159793","2011 output areas",299,3,"0","Total","0","Sex",1000,0,"207","Aged 25 to 49","207","Labour Market category",5000,5,"20100","Value",99,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252439d0d207d20100",77,5064
"2018","2018","2018","date",0,0,"1254252439","E00159793","E00159793","2011 output areas",299,3,"0","Total","0","Sex",1000,0,"208","Aged 50 to 64","208","Labour Market category",5000,6,"20100","Value",68,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252439d0d208d20100",78,5064
"2018","2018","2018","date",0,0,"1254252439","E00159793","E00159793","2011 output areas",299,3,"0","Total","0","Sex",1000,0,"209","Aged 65+","209","Labour Market category",5000,7,"20100","Value",71,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252439d0d209d20100",79,5064
"2018","2018","2018","date",0,0,"1254252439","E00159793","E00159793","2011 output areas",299,3,"1","Male","1","Sex",1000,1,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",164,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252439d1d200d20100",80,5064
"2018","2018","2018","date",0,0,"1254252439","E00159793","E00159793","2011 output areas",299,3,"1","Male","1","Sex",1000,1,"201","Aged 0 to 15","201","Labour Market category",5000,1,"20100","Value",30,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252439d1d201d20100",81,5064
"2018","2018","2018","date",0,0,"1254252439","E00159793","E00159793","2011 output areas",299,3,"1","Male","1","Sex",1000,1,"202","Aged 16+","202","Labour Market category",5000,2,"20100","Value",134,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252439d1d202d20100",82,5064
"2018","2018","2018","date",0,0,"1254252439","E00159793","E00159793","2011 output areas",299,3,"1","Male","1","Sex",1000,1,"203","Aged 16 to 64","203","Labour Market category",5000,3,"20100","Value",99,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252439d1d203d20100",83,5064
"2018","2018","2018","date",0,0,"1254252439","E00159793","E00159793","2011 output areas",299,3,"1","Male","1","Sex",1000,1,"250","Aged 16 to 24","250","Labour Market category",5000,4,"20100","Value",17,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252439d1d204a205d20100",84,5064
"2018","2018","2018","date",0,0,"1254252439","E00159793","E00159793","2011 output areas",299,3,"1","Male","1","Sex",1000,1,"207","Aged 25 to 49","207","Labour Market category",5000,5,"20100","Value",48,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252439d1d207d20100",85,5064
"2018","2018","2018","date",0,0,"1254252439","E00159793","E00159793","2011 output areas",299,3,"1","Male","1","Sex",1000,1,"208","Aged 50 to 64","208","Labour Market category",5000,6,"20100","Value",34,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252439d1d208d20100",86,5064
"2018","2018","2018","date",0,0,"1254252439","E00159793","E00159793","2011 output areas",299,3,"1","Male","1","Sex",1000,1,"209","Aged 65+","209","Labour Market category",5000,7,"20100","Value",35,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252439d1d209d20100",87,5064
"2018","2018","2018","date",0,0,"1254252439","E00159793","E00159793","2011 output areas",299,3,"2","Female","2","Sex",1000,2,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",173,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252439d2d200d20100",88,5064
"2018","2018","2018","date",0,0,"1254252439","E00159793","E00159793","2011 output areas",299,3,"2","Female","2","Sex",1000,2,"201","Aged 0 to 15","201","Labour Market category",5000,1,"20100","Value",42,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252439d2d201d20100",89,5064
"2018","2018","2018","date",0,0,"1254252439","E00159793","E00159793","2011 output areas",299,3,"2","Female","2","Sex",1000,2,"202","Aged 16+","202","Labour Market category",5000,2,"20100","Value",131,"A","Normal Value","F","Free (free for publication)","Nm-2007d1d32288e0d1254252439d2d202d20100",90,5064
